rid,uid,role,feature,benefit,novelty_avg,ustories,stories
290,parent,the front and back doors to automatically lock after 6pm,if we forget to close them we don't have to worry about burglars,Safety,4.0,the front and back doors to automatically lock after 6pm if we forget to close them we don't have to worry about burglars safety,"['front', 'back', 'door', 'lock', 'forget', 'close', 'worry', 'burglar', 'safety']"
287,home owner,my safe to alert my phone when someone tries to open it,i can know if someone is getting in,Safety,4.3333,my safe to alert my phone when someone tries to open it i can know if someone is getting in safety,"['safe', 'alert', 'phone', 'someone', 'try', 'open', 'know', 'someone', 'get', 'safety']"
293,home occupant,opens doors by fingerprints,so that i dont have to do it manually.,Energy,3.0,opens doors by fingerprints so that i dont have to do it manually. energy,"['open', 'door', 'fingerprint', 'dont', 'manually', 'energy']"
293,home occupant,"something that cleans, dust.",no manual labor.,Health,3.3333,"something that cleans, dust. no manual labor. health","['something', 'clean', 'dust', 'manual', 'labor', 'health']"
287,bill payer,my phone to tell me the temp in my house and allow me to adjust it,i can keep my bill lower,Energy,1.0,my phone to tell me the temp in my house and allow me to adjust it i can keep my bill lower energy,"['phone', 'tell', 'temp', 'allow', 'adjust', 'keep', 'bill', 'low', 'energy']"
289,home occupant,a device that monitors the last time someone did a chore,I don't have to keep track of it,Energy,3.3333,a device that monitors the last time someone did a chore i don't have to keep track of it energy,"['device', 'monitor', 'last', 'time', 'someone', 'chore', 'keep', 'track', 'energy']"
293,home occupant,something that cuts grass,i dont have to do it manually.,Energy,3.5,something that cuts grass i dont have to do it manually. energy,"['something', 'cut', 'grass', 'dont', 'manually', 'energy']"
287,parent,my medicine cabinet to remind me to give children medicine,i don't forget to give them vitamins,Health,4.0,my medicine cabinet to remind me to give children medicine i don't forget to give them vitamins health,"['medicine', 'cabinet', 'remind', 'give', 'child', 'medicine', 'forget', 'give', 'vitamin', 'health']"
289,home occupant,a device that tells me what devices are taking up the most energy,I don't waste energy,Energy,4.0,a device that tells me what devices are taking up the most energy i don't waste energy energy,"['device', 'tell', 'device', 'take', 'energy', 'waste', 'energy', 'energy']"
290,home owner,all my electronics in the living room to turn on when i open the front door,i dont' waste time turning everything on manually,Entertainment,3.3333,all my electronics in the living room to turn on when i open the front door i dont' waste time turning everything on manually entertainment,"['electronics', 'living', 'room', 'turn', 'open', 'front', 'door', 'dont', 'waste', 'time', 'turn', 'everything', 'manually', 'entertainment']"
293,home occupant,something that prevents sun from coming in windows.,so no sun pentrates.,Safety,3.6667,something that prevents sun from coming in windows. so no sun pentrates. safety,"['something', 'prevents', 'sun', 'come', 'window', 'sun', 'pentrates', 'safety']"
287,parent,a medice cabnit that locks and lets me know when someone tries to open it,pills can not be misused,Health,5.0,a medice cabnit that locks and lets me know when someone tries to open it pills can not be misused health,"['medice', 'cabnit', 'lock', 'let', 'know', 'someone', 'try', 'open', 'pill', 'misuse', 'health']"
293,home occupant,sprinklers that come on automatically and consumers water,so i dont have to do it.,Energy,2.0,sprinklers that come on automatically and consumers water so i dont have to do it. energy,"['sprinkler', 'come', 'consumer', 'water', 'dont', 'energy']"
289,home occupant,my house to turn off devices that haven't been used in a certain amount of time,I don't waste energy,Energy,3.5,my house to turn off devices that haven't been used in a certain amount of time i don't waste energy energy,"['turn', 'device', 'use', 'certain', 'amount', 'time', 'waste', 'energy', 'energy']"
293,home occupant,something that turns my tv on at a certain time of the day,so i dont have to do it,Entertainment,2.0,something that turns my tv on at a certain time of the day so i dont have to do it entertainment,"['something', 'turn', 'tv', 'certain', 'time', 'day', 'dont', 'entertainment']"
289,home occupant,cameras that turn on when they sense movement,trespassers can be identified,Safety,2.0,cameras that turn on when they sense movement trespassers can be identified safety,"['camera', 'turn', 'sense', 'movement', 'trespasser', 'identify', 'safety']"
293,home occupant,automatic shower heads turning on at a certain time.,enables it to get hot,Energy,2.8333,automatic shower heads turning on at a certain time. enables it to get hot energy,"['shower', 'head', 'turn', 'certain', 'time', 'enables', 'get', 'hot', 'energy']"
287,home owner,to send grocery list from fridge to phone,i wont forget my list,Health,4.0,to send grocery list from fridge to phone i wont forget my list health,"['send', 'grocery', 'list', 'fridge', 'phone', 'wont', 'forget', 'list', 'health']"
293,home occupant,turns fans on at a certain temp,dont have to do it manually.,Energy,4.0,turns fans on at a certain temp dont have to do it manually. energy,"['turn', 'fan', 'certain', 'temp', 'dont', 'manually', 'energy']"
289,home occupant,a water guage,I can keep track of how much water has been used that month,Energy,3.0,a water guage i can keep track of how much water has been used that month energy,"['water', 'guage', 'keep', 'track', 'much', 'water', 'use', 'month', 'energy']"
287,parent,to control tv consumption from my phone,my kids cant watch all the time,Entertainment,4.3333,to control tv consumption from my phone my kids cant watch all the time entertainment,"['control', 'tv', 'consumption', 'phone', 'kid', 'cant', 'watch', 'time', 'entertainment']"
294,home owner,my home to adjust the lighting on my computer and television screens according to the amount of light in the room,straining in my eyes are reduced while I am working or reading.,Health,3.3333,my home to adjust the lighting on my computer and television screens according to the amount of light in the room straining in my eyes are reduced while i am working or reading. health,"['adjust', 'light', 'computer', 'television', 'screen', 'accord', 'amount', 'light', 'room', 'strain', 'eye', 'reduce', 'work', 'reading', 'health']"
287,parent,to shut off all phones in the house at certain times,i can control media usage,Entertainment,3.0,to shut off all phones in the house at certain times i can control media usage entertainment,"['shut', 'phone', 'certain', 'time', 'control', 'medium', 'usage', 'entertainment']"
289,home occupant,a loud speaker system,I don't have to yell ,Other,4.0,a loud speaker system i don't have to yell  other,"['loud', 'speaker', 'system', 'yell']"
287,home owner,my phone to tell me when someothing is wrong with the electrical system in house,i can get it fixed,Safety,3.0,my phone to tell me when someothing is wrong with the electrical system in house i can get it fixed safety,"['phone', 'tell', 'someothing', 'wrong', 'electrical', 'system', 'get', 'fix', 'safety']"
289,student,reminders to pop up after a certain amount of time,I don't forget to do my work,Entertainment,4.0,reminders to pop up after a certain amount of time i don't forget to do my work entertainment,"['reminder', 'pop', 'certain', 'amount', 'time', 'forget', 'work', 'entertainment']"
290,pet owner,my phone to alert me if the dog leaves the premise using a sensor on the dog's collar,i know if the dog has escaped the area,Safety,2.0,my phone to alert me if the dog leaves the premise using a sensor on the dog's collar i know if the dog has escaped the area safety,"['phone', 'alert', 'dog', 'leaf', 'premise', 'use', 'sensor', 'dog', 'collar', 'know', 'dog', 'escape', 'area', 'safety']"
